,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,topic,problem,status,link
216,216,216,216,216,Binary Search Trees,Construct BST from preorder traversal,N,https://www.geeksforgeeks.org/construct-bst-from-given-preorder-traversa/
217,217,217,217,217,Binary Search Trees,Convert Binary tree into BST,N,https://practice.geeksforgeeks.org/problems/binary-tree-to-bst/1
218,218,218,218,218,Binary Search Trees,Convert a normal BST into a Balanced BST,N,https://www.geeksforgeeks.org/convert-normal-bst-balanced-bst/
219,219,219,219,219,Binary Search Trees,Merge two BST [ V.V.V>IMP ],N,https://www.geeksforgeeks.org/merge-two-balanced-binary-search-trees/
220,220,220,220,220,Binary Search Trees,Find Kth largest element in a BST,N,https://practice.geeksforgeeks.org/problems/kth-largest-element-in-bst/1
221,221,221,221,221,Binary Search Trees,Find Kth smallest element in a BST,N,https://practice.geeksforgeeks.org/problems/find-k-th-smallest-element-in-bst/1
222,222,222,222,222,Binary Search Trees,"Count pairs from 2 BST whose sum is equal to given value ""X""",N,https://practice.geeksforgeeks.org/problems/brothers-from-different-root/1
223,223,223,223,223,Binary Search Trees,Find the median of BST in O(n) time and O(1) space,N,https://www.geeksforgeeks.org/find-median-bst-time-o1-space/
224,224,224,224,224,Binary Search Trees,Count BST ndoes that lie in a given range,N,https://practice.geeksforgeeks.org/problems/count-bst-nodes-that-lie-in-a-given-range/1
225,225,225,225,225,Binary Search Trees,Replace every element with the least greater element on its right,N,https://www.geeksforgeeks.org/replace-every-element-with-the-least-greater-element-on-its-right/
226,226,226,226,226,Binary Search Trees,"Given ""n"" appointments, find the conflicting appointments",N,https://www.geeksforgeeks.org/given-n-appointments-find-conflicting-appointments/
227,227,227,227,227,Binary Search Trees,Check preorder is valid or not,N,https://practice.geeksforgeeks.org/problems/preorder-to-postorder/0
228,228,228,228,228,Binary Search Trees,Check whether BST contains Dead end,N,https://practice.geeksforgeeks.org/problems/check-whether-bst-contains-dead-end/1
229,229,229,229,229,Binary Search Trees,Largest BST in a Binary Tree [ V.V.V.V.V IMP ],N,https://practice.geeksforgeeks.org/problems/largest-bst/1
230,230,230,230,230,Binary Search Trees,Flatten BST to sorted list,N,https://www.geeksforgeeks.org/flatten-bst-to-sorted-list-increasing-order/
231,231,231,231,231,,,,
232,232,232,232,232,,,,
233,233,233,233,233,Greedy,Activity Selection Problem,N,https://practice.geeksforgeeks.org/problems/n-meetings-in-one-room/0
234,234,234,234,234,Greedy,Job SequencingProblem,N,https://practice.geeksforgeeks.org/problems/job-sequencing-problem/0
235,235,235,235,235,Greedy,Huffman Coding,N,https://practice.geeksforgeeks.org/problems/huffman-encoding/0
236,236,236,236,236,Greedy,Water Connection Problem,N,https://practice.geeksforgeeks.org/problems/water-connection-problem/0
237,237,237,237,237,Greedy,Fractional Knapsack Problem,N,https://practice.geeksforgeeks.org/problems/fractional-knapsack/0
238,238,238,238,238,Greedy,Greedy Algorithm to find Minimum number of Coins,N,https://practice.geeksforgeeks.org/problems/coin-piles/0
239,239,239,239,239,Greedy,Maximum trains for which stoppage can be provided,N,https://www.geeksforgeeks.org/maximum-trains-stoppage-can-provided/
240,240,240,240,240,Greedy,Minimum Platforms Problem,N,https://practice.geeksforgeeks.org/problems/minimum-platforms/0
241,241,241,241,241,Greedy,Buy Maximum Stocks if i stocks can be bought on i-th day,N,https://www.geeksforgeeks.org/buy-maximum-stocks-stocks-can-bought-th-day/
242,242,242,242,242,Greedy,Find the minimum and maximum amount to buy all N candies,N,https://practice.geeksforgeeks.org/problems/shop-in-candy-store/0
243,243,243,243,243,Greedy,Minimize Cash Flow among a given set of friends who have borrowed money from each other,N,https://www.geeksforgeeks.org/minimize-cash-flow-among-given-set-friends-borrowed-money/
244,244,244,244,244,Greedy,Minimum Cost to cut a board into squares,Y,https://www.geeksforgeeks.org/minimum-cost-cut-board-squares/
245,245,245,245,245,Greedy,Check if it is possible to survive on Island,N,https://www.geeksforgeeks.org/survival/
246,246,246,246,246,Greedy,Find maximum meetings in one room,N,https://www.geeksforgeeks.org/find-maximum-meetings-in-one-room/
247,247,247,247,247,Greedy,Maximum product subset of an array,N,https://www.geeksforgeeks.org/maximum-product-subset-array/
248,248,248,248,248,Greedy,Maximize array sum after K negations,N,https://practice.geeksforgeeks.org/problems/maximize-sum-after-k-negations/0
249,249,249,249,249,Greedy,Maximize the sum of arr[i]*i,N,https://practice.geeksforgeeks.org/problems/maximize-arrii-of-an-array/0
250,250,250,250,250,Greedy,Maximum sum of absolute difference of an array,N,https://www.geeksforgeeks.org/maximum-sum-absolute-difference-array/
251,251,251,251,251,Greedy,Maximize sum of consecutive differences in a circular array,N,https://practice.geeksforgeeks.org/problems/swap-and-maximize/0
252,252,252,252,252,Greedy,Minimum sum of absolute difference of pairs of two arrays,N,https://www.geeksforgeeks.org/minimum-sum-absolute-difference-pairs-two-arrays/
253,253,253,253,253,Greedy,Program for Shortest Job First (or SJF) CPU Scheduling,Y,https://www.geeksforgeeks.org/program-for-shortest-job-first-or-sjf-cpu-scheduling-set-1-non-preemptive/
254,254,254,254,254,Greedy,Program for Least Recently Used (LRU) Page Replacement algorithm,N,https://practice.geeksforgeeks.org/problems/page-faults-in-lru/0
255,255,255,255,255,Greedy,Smallest subset with sum greater than all other elements,N,https://www.geeksforgeeks.org/smallest-subset-sum-greater-elements/
256,256,256,256,256,Greedy,Chocolate Distribution Problem,N,https://practice.geeksforgeeks.org/problems/chocolate-distribution-problem/0
257,257,257,257,257,Greedy,DEFKIN -Defense of a Kingdom,N,https://www.spoj.com/problems/DEFKIN/
258,258,258,258,258,Greedy,DIEHARD -DIE HARD,N,https://www.spoj.com/problems/DIEHARD/
259,259,259,259,259,Greedy,GERGOVIA -Wine trading in Gergovia,N,https://www.spoj.com/problems/GERGOVIA/
260,260,260,260,260,Greedy,Picking Up Chicks,N,https://www.spoj.com/problems/GCJ101BB/
261,261,261,261,261,Greedy,CHOCOLA –Chocolate,N,https://www.spoj.com/problems/CHOCOLA/
262,262,262,262,262,Greedy,ARRANGE -Arranging Amplifiers,N,https://www.spoj.com/problems/ARRANGE/
263,263,263,263,263,Greedy,K Centers Problem,N,https://www.geeksforgeeks.org/k-centers-problem-set-1-greedy-approximate-algorithm/
264,264,264,264,264,Greedy,Minimum Cost of ropes,N,https://practice.geeksforgeeks.org/problems/minimum-cost-of-ropes/0
265,265,265,265,265,Greedy,Find smallest number with given number of digits and sum of digits,N,https://practice.geeksforgeeks.org/problems/smallest-number5829/1
266,266,266,266,266,Greedy,Rearrange characters in a string such that no two adjacent are same,N,https://practice.geeksforgeeks.org/problems/rearrange-characters/0
267,267,267,267,267,Greedy,Find maximum sum possible equal sum of three stacks,N,https://www.geeksforgeeks.org/find-maximum-sum-possible-equal-sum-three-stacks/
268,268,268,268,268,,,,
269,269,269,269,269,,,,
270,270,270,270,270,BackTracking,Rat in a maze Problem,Y,https://practice.geeksforgeeks.org/problems/rat-in-a-maze-problem/1
271,271,271,271,271,BackTracking,Printing all solutions in N-Queen Problem,Y,https://www.geeksforgeeks.org/printing-solutions-n-queen-problem/
272,272,272,272,272,BackTracking,Word Break Problem using Backtracking,Y,https://practice.geeksforgeeks.org/problems/word-break-part-2/0
273,273,273,273,273,BackTracking,Remove Invalid Parentheses,N,https://leetcode.com/problems/remove-invalid-parentheses/
274,274,274,274,274,BackTracking,Sudoku Solver,Y,https://practice.geeksforgeeks.org/problems/solve-the-sudoku/0
275,275,275,275,275,BackTracking,m Coloring Problem,Y,https://practice.geeksforgeeks.org/problems/m-coloring-problem/0
276,276,276,276,276,BackTracking,Print all palindromic partitions of a string,N,https://www.geeksforgeeks.org/given-a-string-print-all-possible-palindromic-partition/
277,277,277,277,277,BackTracking,Subset Sum Problem,N,https://practice.geeksforgeeks.org/problems/subset-sum-problem2014/1
278,278,278,278,278,BackTracking,The Knight’s tour problem,N,https://www.geeksforgeeks.org/the-knights-tour-problem-backtracking-1/
279,279,279,279,279,BackTracking,Tug of War,N,https://www.geeksforgeeks.org/tug-of-war/
280,280,280,280,280,BackTracking,Find shortest safe route in a path with landmines,N,https://www.geeksforgeeks.org/find-shortest-safe-route-in-a-path-with-landmines/
281,281,281,281,281,BackTracking,Combinational Sum,N,https://practice.geeksforgeeks.org/problems/combination-sum/0
282,282,282,282,282,BackTracking,Find Maximum number possible by doing at-most K swaps,N,https://practice.geeksforgeeks.org/problems/largest-number-in-k-swaps/0
283,283,283,283,283,BackTracking,Print all permutations of a string ,N,https://practice.geeksforgeeks.org/problems/permutations-of-a-given-string/0
284,284,284,284,284,BackTracking,Find if there is a path of more than k length from a source,N,https://www.geeksforgeeks.org/find-if-there-is-a-path-of-more-than-k-length-from-a-source/
285,285,285,285,285,BackTracking,Longest Possible Route in a Matrix with Hurdles,N,https://www.geeksforgeeks.org/longest-possible-route-in-a-matrix-with-hurdles/
286,286,286,286,286,BackTracking,Print all possible paths from top left to bottom right of a mXn matrix,N,https://www.geeksforgeeks.org/print-all-possible-paths-from-top-left-to-bottom-right-of-a-mxn-matrix/
287,287,287,287,287,BackTracking,Partition of a set intoK subsets with equal sum,N,https://practice.geeksforgeeks.org/problems/partition-array-to-k-subsets/1
288,288,288,288,288,BackTracking,Find the K-th Permutation Sequence of first N natural numbers,N,https://www.geeksforgeeks.org/find-the-k-th-permutation-sequence-of-first-n-natural-numbers/
289,289,289,289,289,,,,
290,290,290,290,290,,,,
291,291,291,291,291,Stacks & Queues, Implement Stack from Scratch,N,https://www.tutorialspoint.com/javaexamples/data_stack.htm
292,292,292,292,292,Stacks & Queues, Implement Queue from Scratch,N,https://www.geeksforgeeks.org/queue-set-1introduction-and-array-implementation/
293,293,293,293,293,Stacks & Queues,Implement 2 stack in an array,N,https://practice.geeksforgeeks.org/problems/implement-two-stacks-in-an-array/1
294,294,294,294,294,Stacks & Queues,find the middle element of a stack,N,https://www.geeksforgeeks.org/design-a-stack-with-find-middle-operation/
295,295,295,295,295,Stacks & Queues,"Implement ""N"" stacks in an Array",N,https://www.geeksforgeeks.org/efficiently-implement-k-stacks-single-array/
296,296,296,296,296,Stacks & Queues,Check the expression has valid or Balanced parenthesis or not.,N,https://practice.geeksforgeeks.org/problems/parenthesis-checker/0
297,297,297,297,297,Stacks & Queues,Reverse a String using Stack,N,https://practice.geeksforgeeks.org/problems/reverse-a-string-using-stack/1
298,298,298,298,298,Stacks & Queues,Design a Stack that supports getMin() in O(1) time and O(1) extra space.,N,https://practice.geeksforgeeks.org/problems/special-stack/1
299,299,299,299,299,Stacks & Queues,Find the next Greater element,N,https://practice.geeksforgeeks.org/problems/next-larger-element/0
300,300,300,300,300,Stacks & Queues,The celebrity Problem,N,https://practice.geeksforgeeks.org/problems/the-celebrity-problem/1
301,301,301,301,301,Stacks & Queues,Arithmetic Expression evaluation,N,https://www.geeksforgeeks.org/arithmetic-expression-evalution/
302,302,302,302,302,Stacks & Queues,Evaluation of Postfix expression,N,https://practice.geeksforgeeks.org/problems/evaluation-of-postfix-expression/0
303,303,303,303,303,Stacks & Queues,Implement a method to insert an element at its bottom without using any other data structure.,N,https://stackoverflow.com/questions/45130465/inserting-at-the-end-of-stack
304,304,304,304,304,Stacks & Queues,Reverse a stack using recursion,N,https://www.geeksforgeeks.org/reverse-a-stack-using-recursion/
305,305,305,305,305,Stacks & Queues,Sort a Stack using recursion,N,https://practice.geeksforgeeks.org/problems/sort-a-stack/1
306,306,306,306,306,Stacks & Queues,Merge Overlapping Intervals,N,https://practice.geeksforgeeks.org/problems/overlapping-intervals/0
307,307,307,307,307,Stacks & Queues,Largest rectangular Area in Histogram,N,https://practice.geeksforgeeks.org/problems/maximum-rectangular-area-in-a-histogram/0
308,308,308,308,308,Stacks & Queues,Length of the Longest Valid Substring,N,https://practice.geeksforgeeks.org/problems/valid-substring0624/1
309,309,309,309,309,Stacks & Queues,Expression contains redundant bracket or not,N,https://www.geeksforgeeks.org/expression-contains-redundant-bracket-not/
310,310,310,310,310,Stacks & Queues,Implement Stack using Queue,N,https://practice.geeksforgeeks.org/problems/stack-using-two-queues/1
311,311,311,311,311,Stacks & Queues,Implement Stack using Deque,N,https://www.geeksforgeeks.org/implement-stack-queue-using-deque/
312,312,312,312,312,Stacks & Queues,Stack Permutations (Check if an array is stack permutation of other),N,https://www.geeksforgeeks.org/stack-permutations-check-if-an-array-is-stack-permutation-of-other/
313,313,313,313,313,Stacks & Queues,Implement Queue using Stack  ,N,https://practice.geeksforgeeks.org/problems/queue-using-two-stacks/1
314,314,314,314,314,Stacks & Queues,"Implement ""n"" queue in an array",N,https://www.geeksforgeeks.org/efficiently-implement-k-queues-single-array/
315,315,315,315,315,Stacks & Queues,Implement a Circular queue,N,https://www.geeksforgeeks.org/circular-queue-set-1-introduction-array-implementation/
316,316,316,316,316,Stacks & Queues,LRU Cache Implementationa,N,https://practice.geeksforgeeks.org/problems/lru-cache/1
317,317,317,317,317,Stacks & Queues,Reverse a Queue using recursion,N,https://practice.geeksforgeeks.org/problems/queue-reversal/1
318,318,318,318,318,Stacks & Queues,Reverse the first “K” elements of a queue,N,https://practice.geeksforgeeks.org/problems/reverse-first-k-elements-of-queue/1
319,319,319,319,319,Stacks & Queues,Interleave the first half of the queue with second half,N,https://www.geeksforgeeks.org/interleave-first-half-queue-second-half/
320,320,320,320,320,Stacks & Queues,Find the first circular tour that visits all Petrol Pumps,N,https://practice.geeksforgeeks.org/problems/circular-tour/1
321,321,321,321,321,Stacks & Queues,Minimum time required to rot all oranges,N,https://practice.geeksforgeeks.org/problems/rotten-oranges/0
322,322,322,322,322,Stacks & Queues,Distance of nearest cell having 1 in a binary matrix,N,https://practice.geeksforgeeks.org/problems/distance-of-nearest-cell-having-1/0
323,323,323,323,323,Stacks & Queues,First negative integer in every window of size “k”,N,https://practice.geeksforgeeks.org/problems/first-negative-integer-in-every-window-of-size-k/0
324,324,324,324,324,Stacks & Queues,Check if all levels of two trees are anagrams or not.,N,https://www.geeksforgeeks.org/check-if-all-levels-of-two-trees-are-anagrams-or-not/
325,325,325,325,325,Stacks & Queues,Sum of minimum and maximum elements of all subarrays of size “k”.,N,https://www.geeksforgeeks.org/sum-minimum-maximum-elements-subarrays-size-k/
326,326,326,326,326,Stacks & Queues,Minimum sum of squares of character counts in a given string after removing “k” characters.,N,https://practice.geeksforgeeks.org/problems/game-with-string/0
327,327,327,327,327,Stacks & Queues,Queue based approach or first non-repeating character in a stream.,N,https://practice.geeksforgeeks.org/problems/first-non-repeating-character-in-a-stream/0
328,328,328,328,328,Stacks & Queues,Next Smaller Element,N,https://www.geeksforgeeks.org/next-smaller-element/
329,329,329,329,329,,,,
330,330,330,330,330,,,,
331,331,331,331,331,Heap,Implement a Maxheap/MinHeap using arrays and recursion.,N,https://www.geeksforgeeks.org/building-heap-from-array/
332,332,332,332,332,Heap,Sort an Array using heap. (HeapSort),N,https://www.geeksforgeeks.org/heap-sort/
333,333,333,333,333,Heap,Maximum of all subarrays of size k.,N,https://www.geeksforgeeks.org/sliding-window-maximum-maximum-of-all-subarrays-of-size-k/
334,334,334,334,334,Heap,“k” largest element in an array,N,https://practice.geeksforgeeks.org/problems/k-largest-elements4206/1
335,335,335,335,335,Heap,Kth smallest and largest element in an unsorted array,N,https://www.geeksforgeeks.org/kth-smallestlargest-element-unsorted-array/
336,336,336,336,336,Heap,Merge “K” sorted arrays. [ IMP ],N,https://practice.geeksforgeeks.org/problems/merge-k-sorted-arrays/1
337,337,337,337,337,Heap,Merge 2 Binary Max Heaps,N,https://practice.geeksforgeeks.org/problems/merge-two-binary-max-heap/0
338,338,338,338,338,Heap,Kth largest sum continuous subarrays,N,https://www.geeksforgeeks.org/k-th-largest-sum-contiguous-subarray/
339,339,339,339,339,Heap,Leetcode- reorganize strings,N,https://leetcode.com/problems/reorganize-string/
340,340,340,340,340,Heap,Merge “K” Sorted Linked Lists [V.IMP],N,https://practice.geeksforgeeks.org/problems/merge-k-sorted-linked-lists/1
341,341,341,341,341,Heap,Smallest range in “K” Lists,N,https://practice.geeksforgeeks.org/problems/find-smallest-range-containing-elements-from-k-lists/1
342,342,342,342,342,Heap,Median in a stream of Integers,N,https://practice.geeksforgeeks.org/problems/find-median-in-a-stream/0
343,343,343,343,343,Heap,Check if a Binary Tree is Heap,N,https://practice.geeksforgeeks.org/problems/is-binary-tree-heap/1
344,344,344,344,344,Heap,Connect “n” ropes with minimum cost,N,https://practice.geeksforgeeks.org/problems/minimum-cost-of-ropes/0
345,345,345,345,345,Heap,Convert BST to Min Heap,N,https://www.geeksforgeeks.org/convert-bst-min-heap/
346,346,346,346,346,Heap,Convert min heap to max heap,N,https://www.geeksforgeeks.org/convert-min-heap-to-max-heap/
347,347,347,347,347,Heap,Rearrange characters in a string such that no two adjacent are same.,N,https://practice.geeksforgeeks.org/problems/rearrange-characters/0
348,348,348,348,348,Heap,Minimum sum of two numbers formed from digits of an array,N,https://practice.geeksforgeeks.org/problems/minimum-sum4058/1
349,349,349,349,349,,,,
350,350,350,350,350,,,,
351,351,351,351,351,Graph,"Create a Graph, print it",Y,https://1drv.ms/t/s!AqTOHFO77CqEiRua06v1PATyiFg5
352,352,352,352,352,Graph,Implement BFS algorithm ,Y,https://practice.geeksforgeeks.org/problems/bfs-traversal-of-graph/1
353,353,353,353,353,Graph,Implement DFS Algo ,Y,https://www.geeksforgeeks.org/depth-first-search-or-dfs-for-a-graph/
354,354,354,354,354,Graph,Detect Cycle in Directed Graph using BFS/DFS Algo ,Y,https://www.geeksforgeeks.org/detect-cycle-in-a-graph/
355,355,355,355,355,Graph,Detect Cycle in UnDirected Graph using BFS/DFS Algo ,Y,https://practice.geeksforgeeks.org/problems/detect-cycle-in-an-undirected-graph/1
356,356,356,356,356,Graph,Search in a Maze,Y,https://practice.geeksforgeeks.org/problems/rat-in-a-maze-problem/1
357,357,357,357,357,Graph,Minimum Step by Knight,Y,https://practice.geeksforgeeks.org/problems/steps-by-knight/0
358,358,358,358,358,Graph,flood fill algo,Y,https://leetcode.com/problems/flood-fill/
359,359,359,359,359,Graph,Clone a graph,N,https://leetcode.com/problems/clone-graph/
360,360,360,360,360,Graph,Making wired Connections,Y,https://leetcode.com/problems/number-of-operations-to-make-network-connected/
361,361,361,361,361,Graph,word Ladder ,Y,https://leetcode.com/problems/word-ladder/
362,362,362,362,362,Graph,Dijkstra algo,Y,https://www.geeksforgeeks.org/dijkstras-shortest-path-algorithm-greedy-algo-7/
363,363,363,363,363,Graph,Implement Topological Sort ,Y,https://practice.geeksforgeeks.org/problems/topological-sort/1
364,364,364,364,364,Graph,Minimum time taken by each job to be completed given by a Directed Acyclic Graph,N,https://www.geeksforgeeks.org/minimum-time-taken-by-each-job-to-be-completed-given-by-a-directed-acyclic-graph/
365,365,365,365,365,Graph,Find whether it is possible to finish all tasks or not from given dependencies,N,https://www.geeksforgeeks.org/find-whether-it-is-possible-to-finish-all-tasks-or-not-from-given-dependencies/
366,366,366,366,366,Graph,Find the no. of Isalnds,N,https://practice.geeksforgeeks.org/problems/find-the-number-of-islands/1
367,367,367,367,367,Graph,"Given a sorted Dictionary of an Alien Language, find order of characters",N,https://practice.geeksforgeeks.org/problems/alien-dictionary/1
368,368,368,368,368,Graph,Implement Kruksal’sAlgorithm,N,https://www.geeksforgeeks.org/kruskals-minimum-spanning-tree-algorithm-greedy-algo-2/
369,369,369,369,369,Graph,Implement Prim’s Algorithm,N,https://www.geeksforgeeks.org/prims-minimum-spanning-tree-mst-greedy-algo-5/
370,370,370,370,370,Graph,Total no. of Spanning tree in a graph,N,https://www.geeksforgeeks.org/total-number-spanning-trees-graph/
371,371,371,371,371,Graph,Implement Bellman Ford Algorithm,N,https://practice.geeksforgeeks.org/problems/negative-weight-cycle/0
372,372,372,372,372,Graph,Implement Floyd warshallAlgorithm,N,https://practice.geeksforgeeks.org/problems/implementing-floyd-warshall/0
373,373,373,373,373,Graph,Travelling Salesman Problem,N,https://www.geeksforgeeks.org/travelling-salesman-problem-set-1/
374,374,374,374,374,Graph,Graph ColouringProblem,N,https://www.geeksforgeeks.org/graph-coloring-applications/
375,375,375,375,375,Graph,Snake and Ladders Problem,N,https://leetcode.com/problems/snakes-and-ladders/
376,376,376,376,376,Graph,Find bridge in a graph,N,https://www.geeksforgeeks.org/bridge-in-a-graph/
377,377,377,377,377,Graph,Count Strongly connected Components(Kosaraju Algo),N,https://practice.geeksforgeeks.org/problems/strongly-connected-components-kosarajus-algo/1
378,378,378,378,378,Graph,Check whether a graph is Bipartite or Not,N,https://www.geeksforgeeks.org/bipartite-graph/
379,379,379,379,379,Graph,Detect Negative cycle in a graph,N,https://www.geeksforgeeks.org/detect-negative-cycle-graph-bellman-ford/
380,380,380,380,380,Graph,Longest path in a Directed Acyclic Graph,N,https://www.geeksforgeeks.org/find-longest-path-directed-acyclic-graph/
381,381,381,381,381,Graph,Journey to the Moon,N,https://www.hackerrank.com/challenges/journey-to-the-moon/problem
382,382,382,382,382,Graph,Cheapest Flights Within K Stops,N,https://leetcode.com/problems/cheapest-flights-within-k-stops/description/
383,383,383,383,383,Graph,Oliver and the Game,N,https://www.hackerearth.com/practice/algorithms/graphs/topological-sort/practice-problems/algorithm/oliver-and-the-game-3/
384,384,384,384,384,Graph,Water Jug problem using BFS,N,https://www.geeksforgeeks.org/water-jug-problem-using-bfs/
385,385,385,385,385,Graph,Water Jug problem using BFS,N,https://www.geeksforgeeks.org/water-jug-problem-using-bfs/
386,386,386,386,386,Graph,Find if there is a path of more thank length from a source,N,https://www.geeksforgeeks.org/find-if-there-is-a-path-of-more-than-k-length-from-a-source/
387,387,387,387,387,Graph,M-ColouringProblem,N,https://practice.geeksforgeeks.org/problems/m-coloring-problem/0
388,388,388,388,388,Graph,Minimum edges to reverse o make path from source to destination,N,https://www.geeksforgeeks.org/minimum-edges-reverse-make-path-source-destination/
389,389,389,389,389,Graph,Paths to travel each nodes using each edge(Seven Bridges),N,https://www.geeksforgeeks.org/paths-travel-nodes-using-edgeseven-bridges-konigsberg/
390,390,390,390,390,Graph,Vertex Cover Problem,N,https://www.geeksforgeeks.org/vertex-cover-problem-set-1-introduction-approximate-algorithm-2/
391,391,391,391,391,Graph,Chinese Postman or Route Inspection,N,https://www.geeksforgeeks.org/chinese-postman-route-inspection-set-1-introduction/
392,392,392,392,392,Graph,Number of Triangles in a Directed and Undirected Graph,N,https://www.geeksforgeeks.org/number-of-triangles-in-directed-and-undirected-graphs/
393,393,393,393,393,Graph,Minimise the cashflow among a given set of friends who have borrowed money from each other,N,https://www.geeksforgeeks.org/minimize-cash-flow-among-given-set-friends-borrowed-money/
394,394,394,394,394,Graph,Two Clique Problem,N,https://www.geeksforgeeks.org/two-clique-problem-check-graph-can-divided-two-cliques/
395,395,395,395,395,,,,
396,396,396,396,396,,,,
397,397,397,397,397,Trie,Construct a trie from scratch,N,https://www.geeksforgeeks.org/trie-insert-and-search/
398,398,398,398,398,Trie,Find shortest unique prefix for every word in a given list,N,https://www.geeksforgeeks.org/find-all-shortest-unique-prefixes-to-represent-each-word-in-a-given-list/
399,399,399,399,399,Trie,Word Break Problem | (Trie solution),N,https://www.geeksforgeeks.org/word-break-problem-trie-solution/
400,400,400,400,400,Trie,"Given a sequence of words, print all anagrams together",N,https://practice.geeksforgeeks.org/problems/k-anagrams-1/0
401,401,401,401,401,Trie,Implement a Phone Directory,N,https://practice.geeksforgeeks.org/problems/phone-directory/0
402,402,402,402,402,Trie,Print unique rows in a given boolean matrix,N,https://practice.geeksforgeeks.org/problems/unique-rows-in-boolean-matrix/1
403,403,403,403,403,,,,
404,404,404,404,404,,,,
405,405,405,405,405,Dynamic Programming,Coin ChangeProblem,N,https://practice.geeksforgeeks.org/problems/coin-change2448/1
406,406,406,406,406,Dynamic Programming,Knapsack Problem,N,https://practice.geeksforgeeks.org/problems/0-1-knapsack-problem/0
407,407,407,407,407,Dynamic Programming,Binomial CoefficientProblem,N,https://practice.geeksforgeeks.org/problems/ncr1019/1
408,408,408,408,408,Dynamic Programming,Permutation CoefficientProblem,N,https://www.geeksforgeeks.org/permutation-coefficient/
409,409,409,409,409,Dynamic Programming,Program for nth Catalan Number,N,https://www.geeksforgeeks.org/program-nth-catalan-number/
410,410,410,410,410,Dynamic Programming,Matrix Chain Multiplication ,N,https://www.geeksforgeeks.org/matrix-chain-multiplication-dp-8/
411,411,411,411,411,Dynamic Programming,Edit Distance,N,https://practice.geeksforgeeks.org/problems/edit-distance3702/1
412,412,412,412,412,Dynamic Programming,Subset Sum Problem,N,https://practice.geeksforgeeks.org/problems/subset-sum-problem2014/1
413,413,413,413,413,Dynamic Programming,Friends Pairing Problem,N,https://practice.geeksforgeeks.org/problems/friends-pairing-problem5425/1
414,414,414,414,414,Dynamic Programming,Gold Mine Problem,N,https://www.geeksforgeeks.org/gold-mine-problem/
415,415,415,415,415,Dynamic Programming,Assembly Line SchedulingProblem,N,https://www.geeksforgeeks.org/assembly-line-scheduling-dp-34/
416,416,416,416,416,Dynamic Programming,Painting the Fenceproblem,N,https://practice.geeksforgeeks.org/problems/painting-the-fence3727/1
417,417,417,417,417,Dynamic Programming,Maximize The Cut Segments,N,https://practice.geeksforgeeks.org/problems/cutted-segments/0
418,418,418,418,418,Dynamic Programming,Longest Common Subsequence,N,https://practice.geeksforgeeks.org/problems/longest-common-subsequence/0
419,419,419,419,419,Dynamic Programming,Longest Repeated Subsequence,N,https://practice.geeksforgeeks.org/problems/longest-repeating-subsequence/0
420,420,420,420,420,Dynamic Programming,Longest Increasing Subsequence,N,https://practice.geeksforgeeks.org/problems/longest-increasing-subsequence/0
421,421,421,421,421,Dynamic Programming,Space Optimized Solution of LCS,N,https://www.geeksforgeeks.org/space-optimized-solution-lcs/
422,422,422,422,422,Dynamic Programming,LCS (Longest Common Subsequence) of three strings,N,https://practice.geeksforgeeks.org/problems/lcs-of-three-strings/0
423,423,423,423,423,Dynamic Programming,Maximum Sum Increasing Subsequence,N,https://practice.geeksforgeeks.org/problems/maximum-sum-increasing-subsequence4749/1
424,424,424,424,424,Dynamic Programming,Count all subsequences having product less than K,N,https://www.geeksforgeeks.org/count-subsequences-product-less-k/
425,425,425,425,425,Dynamic Programming,Longest subsequence such that difference between adjacent is one,N,https://practice.geeksforgeeks.org/problems/longest-subsequence-such-that-difference-between-adjacents-is-one4724/1
426,426,426,426,426,Dynamic Programming,Maximum subsequence sum such that no three are consecutive,N,https://www.geeksforgeeks.org/maximum-subsequence-sum-such-that-no-three-are-consecutive/
427,427,427,427,427,Dynamic Programming,Egg Dropping Problem,N,https://practice.geeksforgeeks.org/problems/egg-dropping-puzzle/0
428,428,428,428,428,Dynamic Programming,Maximum Length Chain of Pairs,N,https://practice.geeksforgeeks.org/problems/max-length-chain/1
429,429,429,429,429,Dynamic Programming,Maximum size square sub-matrix with all 1s,N,https://practice.geeksforgeeks.org/problems/largest-square-formed-in-a-matrix/0
430,430,430,430,430,Dynamic Programming,Maximum sum of pairs with specific difference,N,https://practice.geeksforgeeks.org/problems/pairs-with-specific-difference/0
431,431,431,431,431,Dynamic Programming,Min Cost PathProblem,N,https://practice.geeksforgeeks.org/problems/path-in-matrix3805/1
432,432,432,432,432,Dynamic Programming,Maximum difference of zeros and ones in binary string,N,https://practice.geeksforgeeks.org/problems/maximum-difference-of-zeros-and-ones-in-binary-string4111/1
433,433,433,433,433,Dynamic Programming,Minimum number of jumps to reach end,Y,https://practice.geeksforgeeks.org/problems/minimum-number-of-jumps/0
434,434,434,434,434,Dynamic Programming,Minimum cost to fill given weight in a bag,N,https://practice.geeksforgeeks.org/problems/minimum-cost-to-fill-given-weight-in-a-bag1956/1
435,435,435,435,435,Dynamic Programming,Minimum removals from array to make max –min <= K,N,https://www.geeksforgeeks.org/minimum-removals-array-make-max-min-k/
